Time Bands,Frequency,SE,Species
2011-2012,0.058817971,0.005070828,Western Yellow Wagtail
2013,0.053595334,0.004420901,Western Yellow Wagtail
2014,0.046964422,0.003645074,Western Yellow Wagtail
2015,0.048758081,0.003630919,Western Yellow Wagtail
2016,0.053412596,0.003961032,Western Yellow Wagtail
2017,0.045580644,0.003381318,Western Yellow Wagtail
2018,0.042871339,0.003142823,Western Yellow Wagtail
before 2000,0.109419036,0.03094055,Whimbrel
2000-2006,0.051438301,0.015613528,Whimbrel
2007-2010,0.048161583,0.014430446,Whimbrel
2011-2012,0.039156067,0.01185971,Whimbrel
2013,0.067124561,0.019387101,Whimbrel
2014,0.028097394,0.008244575,Whimbrel
2015,0.025212669,0.007389809,Whimbrel
2016,0.029027316,0.008491986,Whimbrel
2017,0.02745549,0.008051647,Whimbrel
2018,0.02304452,0.006757632,Whimbrel
before 2000,0.06689213,0.007693741,Whiskered Tern
2000-2006,0.065351876,0.007679106,Whiskered Tern
2007-2010,0.061507339,0.007059902,Whiskered Tern
2011-2012,0.054160795,0.006279626,Whiskered Tern
2013,0.048430792,0.005410269,Whiskered Tern
2014,0.051043793,0.005410543,Whiskered Tern
2015,0.035048599,0.003750104,Whiskered Tern
2016,0.036524866,0.003901307,Whiskered Tern
2017,0.0325414,0.003473921,Whiskered Tern
2018,0.032561037,0.003503359,Whiskered Tern
before 2000,0.068672628,0.01444126,Whiskered Yuhina
2000-2006,0.081425874,0.016781565,Whiskered Yuhina
2007-2010,0.094340482,0.018514812,Whiskered Yuhina
2011-2012,0.068273475,0.013719388,Whiskered Yuhina
2013,0.083072471,0.015953963,Whiskered Yuhina
2014,0.083801314,0.015358045,Whiskered Yuhina
2015,0.089079446,0.016046473,Whiskered Yuhina
2016,0.071062172,0.012836142,Whiskered Yuhina
2017,0.073407895,0.013143967,Whiskered Yuhina
2018,0.075033678,0.013531105,Whiskered Yuhina
before 2000,0.026037958,0.011090577,Whistler's Warbler
2000-2006,0.033703451,0.014150386,Whistler's Warbler
2007-2010,0.022217258,0.009439355,Whistler's Warbler
2011-2012,0.034761465,0.014474602,Whistler's Warbler
2013,0.03842841,0.016062939,Whistler's Warbler
2014,0.041762421,0.016990307,Whistler's Warbler
2015,0.033705567,0.013762104,Whistler's Warbler
2016,0.025392924,0.010423001,Whistler's Warbler
2017,0.025599812,0.010486264,Whistler's Warbler
2018,0.031812082,0.012974483,Whistler's Warbler
before 2000,0.032700788,0.005886206,White-bellied Blue Flycatcher
2000-2006,0.023472166,0.004411173,White-bellied Blue Flycatcher
2007-2010,0.016783139,0.003158193,White-bellied Blue Flycatcher
2011-2012,0.013508472,0.002600528,White-bellied Blue Flycatcher
2013,0.009332535,0.001698835,White-bellied Blue Flycatcher
2014,0.006354813,0.001090788,White-bellied Blue Flycatcher
2015,0.006089987,0.001035288,White-bellied Blue Flycatcher
2016,0.006404458,0.001070952,White-bellied Blue Flycatcher
2017,0.006415535,0.001065154,White-bellied Blue Flycatcher
2018,0.005478985,0.000915834,White-bellied Blue Flycatcher
before 2000,0.08051445,0.00807708,White-bellied Drongo
2000-2006,0.078730803,0.008151544,White-bellied Drongo
2007-2010,0.087159732,0.008695819,White-bellied Drongo
2011-2012,0.065064381,0.006658052,White-bellied Drongo
2013,0.075446051,0.007346689,White-bellied Drongo
2014,0.073027395,0.006856472,White-bellied Drongo
2015,0.05871601,0.005401592,White-bellied Drongo
2016,0.057003001,0.005246109,White-bellied Drongo
2017,0.054371383,0.004988144,White-bellied Drongo
2018,0.055757893,0.005105659,White-bellied Drongo
before 2000,NA,NA,White-bellied Erpornis
2000-2006,NA,NA,White-bellied Erpornis
2007-2010,NA,NA,White-bellied Erpornis
2011-2012,NA,NA,White-bellied Erpornis
2013,NA,NA,White-bellied Erpornis
2014,0.04603536,0.02129947,White-bellied Erpornis
2015,0.044918556,0.020661707,White-bellied Erpornis
2016,0.046670496,0.021260034,White-bellied Erpornis
2017,0.04982096,0.022806327,White-bellied Erpornis
2018,0.060834134,0.027401794,White-bellied Erpornis
before 2000,NA,NA,White-bellied Heron
2000-2006,NA,NA,White-bellied Heron
2007-2010,NA,NA,White-bellied Heron
2011-2012,NA,NA,White-bellied Heron
2013,NA,NA,White-bellied Heron
2014,NA,NA,White-bellied Heron
2015,NA,NA,White-bellied Heron
2016,NA,NA,White-bellied Heron
2017,NA,NA,White-bellied Heron
2018,NA,NA,White-bellied Heron
before 2000,NA,NA,White-bellied Minivet
2000-2006,NA,NA,White-bellied Minivet
2007-2010,NA,NA,White-bellied Minivet
2011-2012,NA,NA,White-bellied Minivet
2013,NA,NA,White-bellied Minivet
2014,0.029864296,0.007235213,White-bellied Minivet
2015,0.020767475,0.004959626,White-bellied Minivet
2016,0.01628321,0.003885415,White-bellied Minivet
2017,0.026110266,0.0060988,White-bellied Minivet
2018,0.023057686,0.005351189,White-bellied Minivet
before 2000,0.142847593,0.038048611,White-bellied Sea-Eagle
2000-2006,0.075182363,0.020398433,White-bellied Sea-Eagle
2007-2010,0.078023426,0.021268647,White-bellied Sea-Eagle
2011-2012,0.052885091,0.014449759,White-bellied Sea-Eagle
2013,0.057825563,0.015533598,White-bellied Sea-Eagle
2014,0.049576876,0.013247867,White-bellied Sea-Eagle
2015,0.047273469,0.012650644,White-bellied Sea-Eagle
2016,0.03896397,0.010447276,White-bellied Sea-Eagle
2017,0.042434415,0.011360296,White-bellied Sea-Eagle
2018,0.039157967,0.010483982,White-bellied Sea-Eagle
before 2000,0.013673,0.011625078,White-bellied Sholakili
2000-2006,0.01168518,0.007108221,White-bellied Sholakili
2007-2010,0.018439626,0.009256856,White-bellied Sholakili
2011-2012,0.020841376,0.012870177,White-bellied Sholakili
2013,0.010097272,0.007609301,White-bellied Sholakili
2014,0.009656833,0.004809176,White-bellied Sholakili
2015,0.005937155,0.002974544,White-bellied Sholakili
2016,0.00565889,0.002810234,White-bellied Sholakili
2017,0.01127042,0.005413255,White-bellied Sholakili
2018,0.011991103,0.005733668,White-bellied Sholakili
before 2000,0.015327704,0.004195855,White-bellied Treepie
2000-2006,0.011908486,0.003203567,White-bellied Treepie
2007-2010,0.01011802,0.002711624,White-bellied Treepie
2011-2012,0.010013325,0.002816657,White-bellied Treepie
2013,0.006430915,0.00174246,White-bellied Treepie
2014,0.006159247,0.001597822,White-bellied Treepie
2015,0.005209439,0.001347989,White-bellied Treepie
2016,0.005105233,0.001322193,White-bellied Treepie
2017,0.005157309,0.001330417,White-bellied Treepie
2018,0.004583768,0.001184995,White-bellied Treepie
before 2000,0.016418853,0.003778803,White-bellied Woodpecker
2000-2006,0.012467311,0.00274779,White-bellied Woodpecker
2007-2010,0.010587856,0.002352114,White-bellied Woodpecker
2011-2012,0.00844952,0.001995558,White-bellied Woodpecker
2013,0.006963136,0.001532754,White-bellied Woodpecker
2014,0.007095782,0.001461394,White-bellied Woodpecker
2015,0.006474845,0.001319094,White-bellied Woodpecker
2016,0.007034288,0.001428469,White-bellied Woodpecker
2017,0.005559882,0.001126039,White-bellied Woodpecker
2018,0.00729398,0.0014677,White-bellied Woodpecker
before 2000,NA,NA,White-breasted Parrotbill
2000-2006,NA,NA,White-breasted Parrotbill
2007-2010,NA,NA,White-breasted Parrotbill
2011-2012,NA,NA,White-breasted Parrotbill
2013,NA,NA,White-breasted Parrotbill
2014,NA,NA,White-breasted Parrotbill
2015,NA,NA,White-breasted Parrotbill
2016,NA,NA,White-breasted Parrotbill
2017,NA,NA,White-breasted Parrotbill
2018,NA,NA,White-breasted Parrotbill
before 2000,0.106667026,0.006190292,White-breasted Waterhen
2000-2006,0.122762602,0.007246807,White-breasted Waterhen
2007-2010,0.143088809,0.007747161,White-breasted Waterhen
2011-2012,0.143467014,0.008017906,White-breasted Waterhen
2013,0.16383753,0.008007272,White-breasted Waterhen
2014,0.14874951,0.006988018,White-breasted Waterhen
2015,0.138491335,0.006389802,White-breasted Waterhen
2016,0.138942009,0.006274156,White-breasted Waterhen
2017,0.149254866,0.00677963,White-breasted Waterhen
2018,0.14628461,0.006599792,White-breasted Waterhen
before 2000,0.079587382,0.008968107,White-browed Bulbul
2000-2006,0.06179314,0.007291988,White-browed Bulbul
2007-2010,0.076648613,0.008459814,White-browed Bulbul
2011-2012,0.072005439,0.008126164,White-browed Bulbul
2013,0.070802301,0.007613086,White-browed Bulbul
2014,0.07188981,0.007270479,White-browed Bulbul
2015,0.061193181,0.006251627,White-browed Bulbul
2016,0.065633803,0.00663214,White-browed Bulbul
2017,0.077864969,0.00780077,White-browed Bulbul
2018,0.071148103,0.007159067,White-browed Bulbul
before 2000,NA,NA,White-browed Bushchat
2000-2006,NA,NA,White-browed Bushchat
2007-2010,NA,NA,White-browed Bushchat
2011-2012,NA,NA,White-browed Bushchat
2013,NA,NA,White-browed Bushchat
2014,NA,NA,White-browed Bushchat
2015,NA,NA,White-browed Bushchat
2016,NA,NA,White-browed Bushchat
2017,NA,NA,White-browed Bushchat
2018,NA,NA,White-browed Bushchat
before 2000,0.097919329,0.010281689,White-browed Fantail
2000-2006,0.092865633,0.00979678,White-browed Fantail
2007-2010,0.057905223,0.006282524,White-browed Fantail
2011-2012,0.066838104,0.007057122,White-browed Fantail
2013,0.078540637,0.007845764,White-browed Fantail
2014,0.0752868,0.007109258,White-browed Fantail
2015,0.073693546,0.0068672,White-browed Fantail
2016,0.063941171,0.006046276,White-browed Fantail
2017,0.06838478,0.006468151,White-browed Fantail
2018,0.065610625,0.006171811,White-browed Fantail
before 2000,NA,NA,White-browed Fulvetta
2000-2006,NA,NA,White-browed Fulvetta
2007-2010,NA,NA,White-browed Fulvetta
2011-2012,NA,NA,White-browed Fulvetta
2013,NA,NA,White-browed Fulvetta
2014,NA,NA,White-browed Fulvetta
2015,NA,NA,White-browed Fulvetta
2016,NA,NA,White-browed Fulvetta
2017,NA,NA,White-browed Fulvetta
2018,NA,NA,White-browed Fulvetta
before 2000,NA,NA,White-browed Piculet
2000-2006,NA,NA,White-browed Piculet
2007-2010,NA,NA,White-browed Piculet
2011-2012,NA,NA,White-browed Piculet
2013,NA,NA,White-browed Piculet
2014,0.052389362,0.039143385,White-browed Piculet
2015,0.03648745,0.02731744,White-browed Piculet
2016,0.037680148,0.028475875,White-browed Piculet
2017,0.039328644,0.029202961,White-browed Piculet
2018,0.050316535,0.037618406,White-browed Piculet
before 2000,NA,NA,White-browed Scimitar-Babbler
2000-2006,NA,NA,White-browed Scimitar-Babbler
2007-2010,NA,NA,White-browed Scimitar-Babbler
2011-2012,NA,NA,White-browed Scimitar-Babbler
2013,NA,NA,White-browed Scimitar-Babbler
2014,0.034132801,0.008275914,White-browed Scimitar-Babbler
2015,0.047094439,0.010935055,White-browed Scimitar-Babbler
2016,0.034264435,0.008030706,White-browed Scimitar-Babbler
2017,0.027237063,0.006371351,White-browed Scimitar-Babbler
2018,0.030979267,0.00719809,White-browed Scimitar-Babbler
before 2000,0.177980541,0.010879138,White-browed Wagtail
2000-2006,0.123628147,0.007981159,White-browed Wagtail
2007-2010,0.136508057,0.0083762,White-browed Wagtail
2011-2012,0.129507792,0.008363085,White-browed Wagtail
2013,0.143034235,0.008408911,White-browed Wagtail
2014,0.129042141,0.00700688,White-browed Wagtail
2015,0.118884623,0.00651995,White-browed Wagtail
2016,0.105053219,0.00579884,White-browed Wagtail
2017,0.109831369,0.006011807,White-browed Wagtail
2018,0.108356144,0.005932915,White-browed Wagtail
before 2000,0.19218201,0.030806037,White-capped Redstart
2000-2006,0.142624737,0.024340269,White-capped Redstart
2007-2010,0.116729471,0.02021823,White-capped Redstart
2011-2012,0.185450143,0.029548509,White-capped Redstart
2013,0.160001741,0.025529809,White-capped Redstart
2014,0.152018439,0.023466507,White-capped Redstart
2015,0.123786802,0.019443281,White-capped Redstart
2016,0.124416588,0.01922341,White-capped Redstart
2017,0.14252566,0.02183221,White-capped Redstart
2018,0.136893832,0.020934572,White-capped Redstart
before 2000,0.086454248,0.017332974,White-cheeked Barbet
2000-2006,0.097795055,0.019320376,White-cheeked Barbet
2007-2010,0.10305969,0.020178531,White-cheeked Barbet
2011-2012,0.079180023,0.015746076,White-cheeked Barbet
2013,0.075937002,0.0148471,White-cheeked Barbet
2014,0.084113689,0.016252812,White-cheeked Barbet
2015,0.087664938,0.01685675,White-cheeked Barbet
2016,0.083546437,0.016076812,White-cheeked Barbet
2017,0.095397348,0.018261226,White-cheeked Barbet
2018,0.097060572,0.018576598,White-cheeked Barbet
before 2000,NA,NA,White-cheeked Nuthatch
2000-2006,NA,NA,White-cheeked Nuthatch
2007-2010,NA,NA,White-cheeked Nuthatch
2011-2012,NA,NA,White-cheeked Nuthatch
2013,NA,NA,White-cheeked Nuthatch
2014,NA,NA,White-cheeked Nuthatch
2015,NA,NA,White-cheeked Nuthatch
2016,NA,NA,White-cheeked Nuthatch
2017,NA,NA,White-cheeked Nuthatch
2018,NA,NA,White-cheeked Nuthatch
before 2000,NA,NA,White-cheeked Partridge
2000-2006,NA,NA,White-cheeked Partridge
2007-2010,NA,NA,White-cheeked Partridge
2011-2012,NA,NA,White-cheeked Partridge
2013,NA,NA,White-cheeked Partridge
2014,NA,NA,White-cheeked Partridge
2015,NA,NA,White-cheeked Partridge
2016,NA,NA,White-cheeked Partridge
2017,NA,NA,White-cheeked Partridge
2018,NA,NA,White-cheeked Partridge
before 2000,NA,NA,White-collared Blackbird
2000-2006,NA,NA,White-collared Blackbird
2007-2010,NA,NA,White-collared Blackbird
2011-2012,NA,NA,White-collared Blackbird
2013,NA,NA,White-collared Blackbird
2014,0.023656571,0.018458747,White-collared Blackbird
2015,0.023910071,0.018787685,White-collared Blackbird
2016,0.029248321,0.022501295,White-collared Blackbird
2017,0.01903787,0.014934049,White-collared Blackbird
2018,0.027541699,0.021500666,White-collared Blackbird
before 2000,0.049470583,0.011236129,White-crested Laughingthrush
2000-2006,0.038646691,0.008554062,White-crested Laughingthrush
2007-2010,0.043853939,0.009649661,White-crested Laughingthrush
2011-2012,0.029359684,0.006720352,White-crested Laughingthrush
2013,0.037289798,0.008005943,White-crested Laughingthrush
2014,0.035179512,0.007179646,White-crested Laughingthrush
2015,0.03752722,0.00747565,White-crested Laughingthrush
2016,0.036552937,0.007272196,White-crested Laughingthrush
2017,0.043086609,0.008413978,White-crested Laughingthrush
2018,0.039913427,0.007822723,White-crested Laughingthrush
before 2000,0.163970755,0.026437509,White-eared Bulbul
2000-2006,0.094236368,0.016478897,White-eared Bulbul
2007-2010,0.103201315,0.016923696,White-eared Bulbul
2011-2012,0.130904894,0.021011255,White-eared Bulbul
2013,0.150102002,0.023515926,White-eared Bulbul
2014,0.149557114,0.022630222,White-eared Bulbul
2015,0.137501441,0.02069676,White-eared Bulbul
2016,0.135140298,0.020097968,White-eared Bulbul
2017,0.143155698,0.021181339,White-eared Bulbul
2018,0.147391223,0.021722487,White-eared Bulbul
before 2000,0.057423426,0.005685004,White-eyed Buzzard
2000-2006,0.070695672,0.006876951,White-eyed Buzzard
2007-2010,0.073218826,0.006944908,White-eyed Buzzard
2011-2012,0.082385503,0.00761435,White-eyed Buzzard
2013,0.054689227,0.005118579,White-eyed Buzzard
2014,0.067829188,0.005863683,White-eyed Buzzard
2015,0.048816921,0.00421155,White-eyed Buzzard
2016,0.054105116,0.004614814,White-eyed Buzzard
2017,0.04470519,0.00384303,White-eyed Buzzard
2018,0.049826071,0.004273067,White-eyed Buzzard
before 2000,NA,NA,White-gorgeted Flycatcher
2000-2006,NA,NA,White-gorgeted Flycatcher
2007-2010,NA,NA,White-gorgeted Flycatcher
2011-2012,NA,NA,White-gorgeted Flycatcher
2013,NA,NA,White-gorgeted Flycatcher
2014,NA,NA,White-gorgeted Flycatcher
2015,NA,NA,White-gorgeted Flycatcher
2016,NA,NA,White-gorgeted Flycatcher
2017,NA,NA,White-gorgeted Flycatcher
2018,NA,NA,White-gorgeted Flycatcher
before 2000,NA,NA,White-headed Starling
2000-2006,NA,NA,White-headed Starling
2007-2010,NA,NA,White-headed Starling
2011-2012,NA,NA,White-headed Starling
2013,NA,NA,White-headed Starling
2014,0.270067214,0.052365899,White-headed Starling
2015,0.349894454,0.058869506,White-headed Starling
2016,0.254377328,0.041568368,White-headed Starling
2017,0.24671001,0.040008488,White-headed Starling
2018,0.21363016,0.035660565,White-headed Starling
before 2000,NA,NA,White-hooded Babbler
2000-2006,NA,NA,White-hooded Babbler
2007-2010,NA,NA,White-hooded Babbler
2011-2012,NA,NA,White-hooded Babbler
2013,NA,NA,White-hooded Babbler
2014,0.01704814,0.007792046,White-hooded Babbler
2015,0.0137424,0.006181994,White-hooded Babbler
2016,0.015883395,0.007114985,White-hooded Babbler
2017,0.014799216,0.006642325,White-hooded Babbler
2018,0.011403638,0.005191119,White-hooded Babbler
before 2000,NA,NA,White-naped Tit
2000-2006,NA,NA,White-naped Tit
2007-2010,NA,NA,White-naped Tit
2011-2012,NA,NA,White-naped Tit
2013,NA,NA,White-naped Tit
2014,NA,NA,White-naped Tit
2015,NA,NA,White-naped Tit
2016,NA,NA,White-naped Tit
2017,NA,NA,White-naped Tit
2018,NA,NA,White-naped Tit
before 2000,0.031577145,0.00490219,White-naped Woodpecker
2000-2006,0.034520279,0.005198042,White-naped Woodpecker
2007-2010,0.03061531,0.004474954,White-naped Woodpecker
2011-2012,0.019921377,0.003086781,White-naped Woodpecker
2013,0.028098075,0.003910311,White-naped Woodpecker
2014,0.021065763,0.002743627,White-naped Woodpecker
2015,0.019097211,0.00243001,White-naped Woodpecker
2016,0.016491063,0.002098286,White-naped Woodpecker
2017,0.020033612,0.002521297,White-naped Woodpecker
2018,0.019004947,0.002361879,White-naped Woodpecker
before 2000,NA,NA,White-naped Yuhina
2000-2006,NA,NA,White-naped Yuhina
2007-2010,NA,NA,White-naped Yuhina
2011-2012,NA,NA,White-naped Yuhina
2013,NA,NA,White-naped Yuhina
2014,NA,NA,White-naped Yuhina
2015,NA,NA,White-naped Yuhina
2016,NA,NA,White-naped Yuhina
2017,NA,NA,White-naped Yuhina
2018,NA,NA,White-naped Yuhina
before 2000,0.053242306,0.005813504,White-rumped Munia
2000-2006,0.054944418,0.006107741,White-rumped Munia
2007-2010,0.05457651,0.005771025,White-rumped Munia
2011-2012,0.046651681,0.005140335,White-rumped Munia
2013,0.053547209,0.00527207,White-rumped Munia
2014,0.063198062,0.005806259,White-rumped Munia
2015,0.052510015,0.004749229,White-rumped Munia
2016,0.052547354,0.004742234,White-rumped Munia
2017,0.051914775,0.004653566,White-rumped Munia
2018,0.043783047,0.003949662,White-rumped Munia
before 2000,0.035130474,0.006367827,White-rumped Needletail
2000-2006,0.023484049,0.004278948,White-rumped Needletail
2007-2010,0.021617457,0.003866749,White-rumped Needletail
2011-2012,0.026424527,0.004827891,White-rumped Needletail
2013,0.012778064,0.002373962,White-rumped Needletail
2014,0.011272213,0.001900293,White-rumped Needletail
2015,0.008338571,0.001407924,White-rumped Needletail
2016,0.008976892,0.001456702,White-rumped Needletail
2017,0.010868107,0.001764079,White-rumped Needletail
2018,0.008244277,0.001351496,White-rumped Needletail
before 2000,0.056702895,0.007917624,White-rumped Shama
2000-2006,0.059462081,0.008421356,White-rumped Shama
2007-2010,0.077259272,0.010089289,White-rumped Shama
2011-2012,0.057227927,0.00793843,White-rumped Shama
2013,0.056931694,0.007487983,White-rumped Shama
2014,0.051015127,0.006518145,White-rumped Shama
2015,0.04229048,0.005331914,White-rumped Shama
2016,0.048992253,0.006174285,White-rumped Shama
2017,0.047152973,0.005876491,White-rumped Shama
2018,0.049554798,0.00616499,White-rumped Shama
before 2000,0.565013742,0.049866227,White-rumped Vulture
2000-2006,0.110227732,0.014791322,White-rumped Vulture
2007-2010,0.063018307,0.008923351,White-rumped Vulture
2011-2012,0.052970036,0.007428601,White-rumped Vulture
2013,0.048457499,0.006766694,White-rumped Vulture
2014,0.036620264,0.004821026,White-rumped Vulture
2015,0.025569007,0.003362125,White-rumped Vulture
2016,0.016376321,0.00214164,White-rumped Vulture
2017,0.015594012,0.002076673,White-rumped Vulture
2018,0.016719395,0.002184294,White-rumped Vulture
before 2000,NA,NA,White-spectacled Warbler
2000-2006,NA,NA,White-spectacled Warbler
2007-2010,NA,NA,White-spectacled Warbler
2011-2012,NA,NA,White-spectacled Warbler
2013,NA,NA,White-spectacled Warbler
2014,0.039831137,0.043353575,White-spectacled Warbler
2015,0.042505366,0.046474056,White-spectacled Warbler
2016,0.034389971,0.037461868,White-spectacled Warbler
2017,0.017099621,0.018829032,White-spectacled Warbler
2018,0.026890571,0.029809739,White-spectacled Warbler
before 2000,NA,NA,White-tailed Iora
2000-2006,NA,NA,White-tailed Iora
2007-2010,NA,NA,White-tailed Iora
2011-2012,NA,NA,White-tailed Iora
2013,NA,NA,White-tailed Iora
2014,0.013510527,0.004396136,White-tailed Iora
2015,0.007941818,0.002555071,White-tailed Iora
2016,0.012437246,0.003967954,White-tailed Iora
2017,0.011945001,0.00382595,White-tailed Iora
2018,0.013900366,0.004413983,White-tailed Iora
before 2000,0.051698138,0.012552758,White-tailed Lapwing
2000-2006,0.04976075,0.011960495,White-tailed Lapwing
2007-2010,0.034046121,0.008288522,White-tailed Lapwing
2011-2012,0.026932074,0.006712983,White-tailed Lapwing
2013,0.036974414,0.009339481,White-tailed Lapwing
